id,image,text,type,original_dataset_label,model_prediction,human_annotation,majority_voting
4986,../FHM/img/04986.png,the enemy within linda sarsour ocasio cortez rashida tlaib ilhan omar,train,0,1,1,1
80742,../FHM/img/80742.png,brett kavanaugh grabbed my penis,train,1,1,,1
91402,../FHM/img/91402.png,all i m saying is oyedepo can t be dangerously wealthy if he didn t have a pack of dangerously stupid followers,train,0,1,1,1
45723,../FHM/img/45723.png,happy birthday i made you a drink,train,0,0,,0
35608,../FHM/img/35608.png,if adam eve were native american try this apple it s tasty,train,1,0,0,0
13478,../FHM/img/13478.png,this type of mission needs to stop,train,0,0,,0
27634,../FHM/img/27634.png,yes i m trying to divide the country i m dividing the illegals from the actual citizens,train,0,1,1,1
29083,../FHM/img/29083.png,when you ve already explained why your mad times he still don t get it let s just fight,train,0,0,,0
13049,../FHM/img/13049.png,when he brings home his first girlfriend,train,0,0,,0
96423,../FHM/img/96423.png,micro implant allows terrorist to speak to god it comes in various sizes generally from to caliber,train,0,1,1,1
49150,../FHM/img/49150.png,how muslims see us,train,1,0,1,1
82651,../FHM/img/82651.png,get the hell out,train,1,0,0,0
68719,../FHM/img/68719.png,when everyone thinks you re the bomb,train,0,0,,0
51964,../FHM/img/51964.png,if you got your phone wet try leaving it in dry rice overnight it will attract asians who will fix your electronics for you,train,1,0,0,0
50738,../FHM/img/50738.png,white kids be like i m killing everybody watch,train,1,0,0,0
58421,../FHM/img/58421.png,what are you spooks up to,train,0,0,,0
16435,../FHM/img/16435.png,what s the difference between jews and a loaf of bread a loaf of bread doesn t burn in an oven,train,1,1,,1
95783,../FHM/img/95783.png,monday at skul after watching sarafina,train,1,0,0,0
30871,../FHM/img/30871.png,july first we will open the military to transgender people isn t that why we have the coast guard,train,1,0,0,0
71390,../FHM/img/71390.png,i googled my symptoms and it turned out i just needed a beer,train,0,0,,0
67259,../FHM/img/67259.png,what a long day i can t wait to get in the pool with my online friends on habbo hotel on this date july what the fuck do you mean pool s closed i fucking hate niggers,train,1,1,,1
64789,../FHM/img/64789.png,black lab yellow lab chocolate lab meth lab,train,0,0,,0
23068,../FHM/img/23068.png,ilhan omar participates in a house education and labor committee markup,train,0,0,,0
65207,../FHM/img/65207.png,it can t be homicide if there is no race,train,0,0,,0
82549,../FHM/img/82549.png,seconds into chloroform and chill and she gives you this look,train,0,0,,0
54629,../FHM/img/54629.png,if you re constatntly referring to your skin color or other people s skin color maybe you re the racist,train,0,1,1,1
16072,../FHM/img/16072.png,remember when you needed to bang your tv to get it working i tired that with my dishwasher and now she s pregnant,train,1,0,0,0
1974,../FHM/img/01974.png,hiroshima hiroshima nagasaki everybody needs a friend,train,1,0,0,0
36945,../FHM/img/36945.png,transgender satan is not amused,train,0,1,1,1
82593,../FHM/img/82593.png,overly attached muslim girlfriend i killed your other wives so you have more time to beat me,train,1,1,,1
17532,../FHM/img/17532.png,firefighter saves baby,train,0,0,,0
9217,../FHM/img/09217.png,overdose,train,0,0,,0
7248,../FHM/img/07248.png,it is disgusting to laugh at gender dysphoria,train,1,1,,1
29714,../FHM/img/29714.png,when your gf is fucking a black guy so you break a tail light on his car so the police will stop him shoot him modern problems require modern solultions,train,1,1,,1
79205,../FHM/img/79205.png,i am never drinking with you fuckers ever again,train,0,1,1,1
76581,../FHM/img/76581.png,white people all asians look the same also white people,train,1,1,,1
1842,../FHM/img/01842.png,it s a wiener pit kinda like your mouth,train,0,0,,0
86934,../FHM/img/86934.png,that moment in history when bill clinton decided to rip those poor mexican kids from their momma s arms,train,1,1,,1
71823,../FHM/img/71823.png,put an end to domestic abuse,train,0,0,,0
43758,../FHM/img/43758.png,how it feels after getting a paper cut,train,0,0,,0
47521,../FHM/img/47521.png,females jump from dick to dick like parkwhore,train,0,1,1,1
81904,../FHM/img/81904.png,remind your father while he s carving the turkey that your sister prefers dark meat as you glance over at her bastard mixed race chilren,train,1,1,,1
31809,../FHM/img/31809.png,look i can nearly fit as many balls in my mouth as your girlfriend,train,0,0,,0
46380,../FHM/img/46380.png,a blow job a day will keep his side chicks away sasha grey,train,0,0,,0
91026,../FHM/img/91026.png,during a speed chase which song are you blasting in your car,train,0,0,,0
54170,../FHM/img/54170.png,when you wake up a minute before you alarm goes off,train,0,0,,0
7926,../FHM/img/07926.png,lisa page admits obama s doj ordered fbi not to charge hillary clinton in email scandal hi i m barrack obama and my ass is grass,train,0,1,1,1
83076,../FHM/img/83076.png,no matter what anyone tells you racism is ok,train,1,1,,1
20851,../FHM/img/20851.png,me cis girls,train,1,0,0,0
30829,../FHM/img/30829.png,everyone deserves a chance,train,0,0,,0
12649,../FHM/img/12649.png,i said glass of juice not gas the jews,train,0,1,1,1
12936,../FHM/img/12936.png,i m sure glad i dodged that bullet fuck white women asians are cute and tight asf i should know i watch anime and hentai,train,1,1,,1
20318,../FHM/img/20318.png,what do they want to kill more,train,0,0,,0
9248,../FHM/img/09248.png,when your dishwasher is broken so you take it back to walmart to get a new one,train,0,0,,0
48309,../FHM/img/48309.png,welcome to new york home of the biggest assholes,train,0,1,1,1
52780,../FHM/img/52780.png,puts sock on doorknob sleeps with a blow up doll,train,0,0,,0
18679,../FHM/img/18679.png,racist grandmoth always treat the jewish kids well or they will put the shini curse on you,train,1,1,,1
2457,../FHM/img/02457.png,i hate when i see a black out in my neighborhood but i still offer my neighbors a candle,train,1,0,0,0
14283,../FHM/img/14283.png,for just ten cents a day you can have delicious hand jerky,train,0,0,,0
61289,../FHM/img/61289.png,when your teams down by points and there s seconds on the clock,train,0,0,,0
48391,../FHM/img/48391.png,i pretend to like people every day it s called being an adult and that s why we re allowed to buy alcohol,train,0,0,,0
90345,../FHM/img/90345.png,proud protector of the american flag and everything it stands for,train,0,0,,0
86159,../FHM/img/86159.png,suicide hotline how may i help you today sir i m feeling suicidal great can you fly a plane,train,1,0,0,0
38706,../FHM/img/38706.png,it s super rare to find a kitchen that has four ovens and three dishwashers,train,0,0,,0
21583,../FHM/img/21583.png,this is not right,train,0,1,1,1
75921,../FHM/img/75921.png,hahahaha fuck your feelings,train,0,1,1,1
10948,../FHM/img/10948.png,what are you doing nothing babe just women stuff you crashed the car again,train,1,0,1,1
51367,../FHM/img/51367.png,becomes a woman immediately kills a person driving,train,1,1,,1
57284,../FHM/img/57284.png,jolo jew only live once,train,0,1,1,1
59034,../FHM/img/59034.png,when you get hit in the groin by a football and your cup doesn t protect your willie,train,0,1,1,1
25093,../FHM/img/25093.png,should the government no,train,0,0,,0
90378,../FHM/img/90378.png,every place has their meet up spot after school,train,0,0,,0
10725,../FHM/img/10725.png,man rejoices over harvest,train,0,0,,0
27416,../FHM/img/27416.png,bitches out there sucking unemployed dick swallowing insufficient funds,train,1,1,,1
79451,../FHM/img/79451.png,where did you learn to make kool aid like that britney,train,1,0,0,0
92734,../FHM/img/92734.png,aging challenge,train,0,0,,0
46182,../FHM/img/46182.png,oh shit now were in trouble,train,0,1,1,1
28507,../FHM/img/28507.png,when your girl is giving you a handjob under the table,train,1,0,0,0
52936,../FHM/img/52936.png,people were killed at christchurch mosques people were killed at christchurch,train,0,0,,0
56497,../FHM/img/56497.png,i don t see anything wrong with him other than he stole a wheelchair,train,0,1,1,1
59380,../FHM/img/59380.png,mom this popsicle taste like shrimp,train,0,0,,0
80925,../FHM/img/80925.png,good things small packages,train,0,0,,0
72634,../FHM/img/72634.png,check out these sweet new scrubs,train,0,0,,0
83061,../FHM/img/83061.png,only josh can prevent wildfires dammit josh you had one job,train,0,0,,0
23074,../FHM/img/23074.png,advice for michael avenatti don t drop the soap,train,0,1,1,1
19742,../FHM/img/19742.png,japan soars to its highest temperature ever recorded degrees that s where you re wrong kiddo,train,1,0,0,0
71849,../FHM/img/71849.png,when you ve finished with your life of crime,train,1,0,0,0
51349,../FHM/img/51349.png,the demonstration of beauty and demonstration of ugly,train,0,0,,0
20183,../FHM/img/20183.png,when you finger an arab girl,train,1,1,,1
16298,../FHM/img/16298.png,sea monkeys,train,0,0,,0
80152,../FHM/img/80152.png,im not saying you re an idiot but you re a fucking idiot,train,0,1,1,1
84593,../FHM/img/84593.png,kids a husband a job living the american dream,train,0,0,,0
7592,../FHM/img/07592.png,justin come here the chevy faggots are mad again,train,0,1,1,1
12958,../FHM/img/12958.png,if you think we need protection from these people but not these people you re a special kind of stupid,train,1,0,1,1
15236,../FHM/img/15236.png,trashy nation,train,0,0,,0
91563,../FHM/img/91563.png,when a crack head ask for money for food and you hand them a cheeseburger bitch,train,0,1,1,1
32798,../FHM/img/32798.png,so you re telling me there s a chance,train,0,0,,0
25904,../FHM/img/25904.png,hide and seek european champion,train,0,0,,0
56942,../FHM/img/56942.png,this is nothing wait til you see my stamp collection,train,0,0,,0
27854,../FHM/img/27854.png,are you bored let s watch tv,train,0,0,,0
63548,../FHM/img/63548.png,we said we would never forget why are you voting them into our governement,train,0,1,1,1
38697,../FHM/img/38697.png,if a muslim beats his wife is it domestic violence or child abuse,train,0,1,1,1
12450,../FHM/img/12450.png,meanwhile in alabama nothing says come hither quite like your sister in a hefty bag mermaid suit,train,1,0,0,0
37859,../FHM/img/37859.png,tired of bitches running from the dick i give you the clamp that bitch down,train,1,1,,1
2917,../FHM/img/02917.png,islamaphobe no i just hate the mother fuckers,train,1,1,,1
3759,../FHM/img/03759.png,what s the difference between hillary and putin putin actually wins the elections he rigs,train,0,1,1,1
19543,../FHM/img/19543.png,whats the difference between boy scouts and jews boy scouts come back from camp,train,1,0,0,0
59048,../FHM/img/59048.png,when the aux lead comes out during a fire tune oh fuck put it back in,train,0,1,1,1
34728,../FHM/img/34728.png,moments after you post something that you know is gonna start some shit,train,0,1,1,1
78619,../FHM/img/78619.png,when your boss asks why you need to leave early bro i m straight up not having a good time,train,0,0,,0
18029,../FHM/img/18029.png,we will not be influenced this is great britain bloody europeans by some say knobheads trying to copy something the french did a few weeks ago,train,0,1,1,1
2945,../FHM/img/02945.png,you ve been hungerstruck,train,1,0,1,1
64720,../FHM/img/64720.png,randomly deciding to bake something,train,1,0,0,0
37184,../FHM/img/37184.png,racing for pink slips in africa,train,0,0,,0
34021,../FHM/img/34021.png,i put the ape in rape,train,1,1,,1
72936,../FHM/img/72936.png,ever hear something so stupid it gives you forest whitaker eye,train,1,0,0,0
84265,../FHM/img/84265.png,we give your holy flag praise our lord and enslaver,train,1,1,,1
28695,../FHM/img/28695.png,gods chocen psychopaths living on stolen land armed and subsidized by the so called jewish state,train,1,1,,1
43658,../FHM/img/43658.png,call the cops i don t give a fuck,train,0,1,1,1
80769,../FHM/img/80769.png,when you are doing random stuff and realise you left the oven on,train,0,0,,0
43096,../FHM/img/43096.png,pray to god for what you have,train,0,0,,0
47629,../FHM/img/47629.png,son i understand shyquisha has a big booty but she keeps stealing your mother s jewelry she can t visit anymore,train,1,0,0,0
41538,../FHM/img/41538.png,im long and strong and down to get the goat hump on,train,1,0,1,1
4786,../FHM/img/04786.png,being transgender is a mental illness it s a rejection of reality leads to anxiety depression and in some cases self mutilation and or suicide that s not healthy,train,1,1,,1
98270,../FHM/img/98270.png,men days in the days men today,train,0,0,,0
75021,../FHM/img/75021.png,where s jaws when you need him,train,1,0,0,0
86254,../FHM/img/86254.png,everybody was kung fu fighting,train,0,0,,0
80241,../FHM/img/80241.png,we are no longer a christian nation whatever we once were the future must not belong to those who slander the prophet of islam,train,0,1,1,1
4356,../FHM/img/04356.png,i only wear silk panties cotton ones remind me of slavery,train,0,1,1,1
78639,../FHM/img/78639.png,it was on that day tom had enough of jerrys shit,train,0,1,1,1
50964,../FHM/img/50964.png,i slipped and fell on ice i thought it was regular ice but when i got up my hands turned blue,train,0,0,,0
82941,../FHM/img/82941.png,trump s rally lines are big his concentration camp lines are yuuuge,train,0,1,1,1
39475,../FHM/img/39475.png,made rice krispies way before kellogg s,train,1,0,0,0
84061,../FHM/img/84061.png,how they see themselves how god sees them,train,0,0,,0
38609,../FHM/img/38609.png,stop smoking that isn t cigarette ash that s what happens to your lungs,train,0,0,,0
46938,../FHM/img/46938.png,when you re not allowed to eat pork but you re starving,train,0,0,,0
86914,../FHM/img/86914.png,no pity sex i am going to shoot an unarmed black citizen,train,1,1,,1
97481,../FHM/img/97481.png,not a creature was stirring not even a mouse cause i ate him,train,0,0,,0
92187,../FHM/img/92187.png,don t let this group get you downs,train,0,0,,0
79032,../FHM/img/79032.png,kids shouldn t run with scissors lesbians shouldn t scissor with,train,1,0,0,0
85097,../FHM/img/85097.png,woke up last night to find my tv floating across the room my first thought was ghosts but it turned out to be a black guy stealing it,train,1,0,1,1
49861,../FHM/img/49861.png,ready for the cupcake wake up and smell the bacon we re loosing our beloved america to these goat humpers stop being afraid of being called a racist and grow a pair and act like americans,train,1,1,,1
34620,../FHM/img/34620.png,nice boobs i guess it s a tranny omg a shemale,train,1,1,,1
80327,../FHM/img/80327.png,mr wilson you have to take your pill with water you can t crush it up and snort it off my tits,train,0,1,1,1
60357,../FHM/img/60357.png,kenyans are like sheep leading them from the hague is like chewing gum while climbing downstairs easy come baby come let s chew gum together,train,1,0,0,0
68901,../FHM/img/68901.png,little girl holding her new adopted brother for the first time,train,0,0,,0
86045,../FHM/img/86045.png,when it s the s and you just got here from africa master looks after us now,train,1,0,0,0
39704,../FHM/img/39704.png,playing you ugly hard to get yo ass is already hard to want,train,0,1,1,1
24860,../FHM/img/24860.png,know why gay guys never get messages from foreigners they ll get stoned,train,1,1,,1
5741,../FHM/img/05741.png,during a speed chase which song are you blasting in your car,train,0,0,,0
64532,../FHM/img/64532.png,these people are not human they look like peope walk and talk like people sort of but they are demonic entities you cannot rationalize this evil in human form they are under the spell of evil and have no emotion about rape murder torture rape of children or murdering you your life means nothing to them get it nothing,train,1,1,,1
12094,../FHM/img/12094.png,when you offer to get someone stoned and they decline,train,0,0,,0
98601,../FHM/img/98601.png,where s jaws when you need him,train,0,0,,0
68270,../FHM/img/68270.png,all part of satan s plan the anti christ will come from this,train,1,1,,1
59237,../FHM/img/59237.png,the name s todd retodd,train,0,0,,0
7582,../FHM/img/07582.png,when you re not only the gay friend but also have the sickest memes,train,0,0,,0
94205,../FHM/img/94205.png,when your moms plastic an you re a spastic tragedy,train,0,0,,0
17430,../FHM/img/17430.png,sooo gorillas really are humans,train,1,0,0,0
9465,../FHM/img/09465.png,omg quick someone call hasmat smells like a concentration camp,train,1,0,1,1
52034,../FHM/img/52034.png,when you get arrested and the cop says you have the right to remain silent but you re happy because finally you have a right,train,0,0,,0
98734,../FHM/img/98734.png,things white people do fuck their family members mass shootings smoke meth steal from blacks suck at sports fuck animals lie about being racist,train,1,1,,1
94725,../FHM/img/94725.png,horses don t see black or white people they just see food,train,0,0,,0
91356,../FHM/img/91356.png,women are like volcanoes both stay calm for extended periods of time before exploding and killing everything in their path then they re calm again,train,1,0,0,0
40826,../FHM/img/40826.png,when thor throws his hammer he is serving justice when i throw a hammer i have anger management issues,train,0,0,,0
31472,../FHM/img/31472.png,when your step sister says she wants to have a forehead competition,train,0,0,,0
17589,../FHM/img/17589.png,when you move away from india and find out you can t shit in the streets,train,1,0,1,1
87260,../FHM/img/87260.png,i love you couch you understand me,train,0,0,,0
39765,../FHM/img/39765.png,you can wear whatever you choose no one should judge you,train,0,0,,0
95376,../FHM/img/95376.png,baked potatoes for everyone,train,1,0,0,0
45197,../FHM/img/45197.png,that look when you find out the fbi is after you and michelle obama ain t answering her phone no more,train,0,1,1,1
83095,../FHM/img/83095.png,what no i am not asian,train,1,0,0,0
27461,../FHM/img/27461.png,so you think we should import muslims did your grandfather import nazis,train,1,1,,1
35740,../FHM/img/35740.png,is it legal to masturbate to pictures of yourself as a child,train,0,1,1,1
80425,../FHM/img/80425.png,the guy who created the joke the jokers,train,0,0,,0
74901,../FHM/img/74901.png,there are many things i need to tell you,train,0,0,,0
93152,../FHM/img/93152.png,don t blame me fuel was expensive,train,0,0,,0
34671,../FHM/img/34671.png,look it says it right here we can fuck goats,train,0,1,1,1
98571,../FHM/img/98571.png,every year a million people get sick from eating tainted beef who the fuck is putting their taint on the beef,train,0,1,1,1
20195,../FHM/img/20195.png,when you dont stir the nesquick powder in your milk enough,train,1,0,0,0
5813,../FHM/img/05813.png,roses are red candles drip wax breaking news man tries to trade kidnapped baby for big macs,train,0,0,,0
43185,../FHM/img/43185.png,it s obvious that he s thinking about another girl i can t believe that the lamb s bride has been the new jerusalem this whole time,train,0,0,,0
3615,../FHM/img/03615.png,joke time muslims walk into a bar,train,0,1,1,1
5148,../FHM/img/05148.png,the hardest part of breaking up with a japanese girlfriend is having to drop the bomb on her twice before she gets it,train,1,0,0,0
41679,../FHM/img/41679.png,let me play with the muslims,train,1,0,1,1
93852,../FHM/img/93852.png,happiness happens when we stand together,train,0,0,,0
68941,../FHM/img/68941.png,an australian man kills people in new zealand arv and the main stream media blames trump,train,0,1,1,1
65931,../FHM/img/65931.png,hey me and ze boys are throwing a kegger at ze moon tower all reich all reich all reich,train,0,1,1,1
17948,../FHM/img/17948.png,faceswap ching chong,train,1,0,1,1
51708,../FHM/img/51708.png,i offered her a penny for her thoughts she gave me change,train,0,0,,0
31029,../FHM/img/31029.png,when there is no pinyata at the party but the emo kid just hung himself improvise adapt overcome,train,0,0,,0
91052,../FHM/img/91052.png,life is hard it s harder when you re stupid,train,1,0,0,0
10463,../FHM/img/10463.png,so where did you get all of this gold elizabeth i stole it from africa,train,0,1,1,1
57490,../FHM/img/57490.png,oh you decided not to use a condom tell me more why it s her falt that you got chlamydia,train,0,1,1,1
76924,../FHM/img/76924.png,in norway we work after dinner,train,0,0,,0
81294,../FHM/img/81294.png,lmco laugh my cock off,train,1,0,1,1
47569,../FHM/img/47569.png,what is that wonderful smell it smells like caramel oh today we burnt the diabetics,train,1,0,0,0
75209,../FHM/img/75209.png,sea monkeys,train,1,0,0,0
82603,../FHM/img/82603.png,felt cute might go sit down to pee idk,train,1,0,0,0
61527,../FHM/img/61527.png,handjobs sold seperately,train,0,0,,0
41087,../FHM/img/41087.png,when i see people who post punch a nazi in person im a nazi gregg are you gonna punch me,train,0,1,1,1
91845,../FHM/img/91845.png,kids enjoying some underwater diving,train,0,0,,0
56128,../FHM/img/56128.png,jewish prisoners after being liberated by the ussr auschwitz colorized,train,1,0,0,0
24395,../FHM/img/24395.png,when you are excited that a muslim has made it into american politics so the next phase of the caliphate can begin and destroy western civilization but you realize it is a woman,train,1,1,,1
18236,../FHM/img/18236.png,shoot boy i ain t racist i ve got four black tires and a color tv,train,0,0,,0
42056,../FHM/img/42056.png,kill all niggers white power,train,1,1,,1
74890,../FHM/img/74890.png,when the dishwasher isn t working properly and you have no tecnical knowledge whatsoever so you just decide to talk to it and hope it starts working good luck,train,1,0,0,0
40759,../FHM/img/40759.png,jew jerky leave out in the sun until all moisture is gone store in a cool dark place for days,train,0,0,,0
51476,../FHM/img/51476.png,bernie couldn t be more excited for his first day as a police officer he outright refused to accept his paycheck insisting that being able to legally shoot black children is payment enough,train,1,1,,1
86071,../FHM/img/86071.png,when the deaf kids are roasting you in sign language so you turn off the lights it s a simple spell but quite unbreakable,train,1,0,0,0
41037,../FHM/img/41037.png,been here months gets wk from the government been here generations gets loan to be repaid in full from the government,train,1,0,0,0
17965,../FHM/img/17965.png,changing every single country it touches,train,0,0,,0
64870,../FHM/img/64870.png,they elect their enemy to rule over them stupid americans,train,1,1,,1
76285,../FHM/img/76285.png,when you re picking cotton as fast as your ashy hands can and then you hear your master crack his whip,train,1,0,1,1
5672,../FHM/img/05672.png,i pushed my life alert necklace now i m waiting on those sexy emt guys to show up,train,0,0,,0
57926,../FHM/img/57926.png,girls be like i hate when guys stare at me at the gym,train,0,0,,0
95064,../FHM/img/95064.png,hey this bag only weighs it s graam,train,0,0,,0
87409,../FHM/img/87409.png,i m going trans hunting,train,1,0,0,0
9382,../FHM/img/09382.png,you ve been hungerstruck,train,0,0,,0
84629,../FHM/img/84629.png,not a runner now you are,train,0,0,,0
13986,../FHM/img/13986.png,this one time at camp we got so baked,train,0,0,,0
72964,../FHM/img/72964.png,thank you so much ariana grande you re welcome,train,0,0,,0
73205,../FHM/img/73205.png,when you get a fish and just stare at it through the fish tank,train,0,0,,0
28610,../FHM/img/28610.png,a head diaper is required when you have shit for brains,train,1,0,1,1
67312,../FHM/img/67312.png,the s to see the greatest band live in concert s to see a laptop live,train,0,0,,0
17536,../FHM/img/17536.png,when you finally meet a girl that can make you bust from head please may i have some more,train,0,0,,0
43190,../FHM/img/43190.png,i don t know man i just i just wanna dance,train,0,0,,0
47518,../FHM/img/47518.png,my sandwich maker is very slow today,train,1,0,0,0
92768,../FHM/img/92768.png,police training only shoot the black,train,1,1,,1
45208,../FHM/img/45208.png,when your vegan boyfriend tries to change a flat tire,train,0,0,,0
56917,../FHM/img/56917.png,the media is appalled by threats to her both have been threatened the media applauds all threats to him,train,0,1,1,1
7916,../FHM/img/07916.png,theleft will never condemn sharia law the muslim vote matters more to them than preserving the constitution,train,0,1,1,1
41869,../FHM/img/41869.png,him gonna beat dat pussy into mashed potatoes her im down,train,1,1,,1
75290,../FHM/img/75290.png,likes to play games with friends favorite game is called child soldiers,train,1,1,,1
18052,../FHM/img/18052.png,when you re looking cute as hell at the gym,train,0,0,,0
3296,../FHM/img/03296.png,come on over i m having a party the place is crawling with pussy,train,0,1,1,1
3268,../FHM/img/03268.png,hey mom the goats asshole is inside out what do,train,0,1,1,1
46238,../FHM/img/46238.png,one does not simply believe it s not butter,train,0,0,,0
40716,../FHM/img/40716.png,when someone thinks it s okay to fuck with you b c they think you re all love light i will stab u in the neck susan,train,0,1,1,1
74061,../FHM/img/74061.png,when ancestry com tells me that i m german rev up those fryers,train,1,0,0,0
51387,../FHM/img/51387.png,wing wing wing,train,1,0,0,0
30527,../FHM/img/30527.png,look ma no hands,train,1,0,0,0
78345,../FHM/img/78345.png,you wanna pet me i d pet me i d pet me hard,train,0,0,,0
85132,../FHM/img/85132.png,seems like u have a case of being a lil bitch i m prescribing you a heavy dose of man the fuck up,train,0,1,1,1
35048,../FHM/img/35048.png,god does not make people homosexuals or transgendered or sinners of any kind sin in fallen humanity does,train,1,0,0,0
65741,../FHM/img/65741.png,where s jaws when you need him,train,1,0,0,0
52761,../FHM/img/52761.png,attention ladies it s football season bring him a sammich get him a beer get a hobby stfu til valentine s day,train,0,0,,0
47531,../FHM/img/47531.png,yes i have changed i realized i was fucking up and changes had to be made,train,0,0,,0
58476,../FHM/img/58476.png,how to cook turkey in usa how to cook turkey in romania,train,0,0,,0
97805,../FHM/img/97805.png,anytime my dog growls at me excuse the shit out of my goddamn french but did you just threaten me,train,0,1,1,1
89245,../FHM/img/89245.png,these cute head tilts,train,1,0,0,0
4918,../FHM/img/04918.png,why do asians have eyes like this isn t it hard to see,train,0,0,,0
71086,../FHM/img/71086.png,im arrested and im in trouble,train,0,0,,0
84620,../FHM/img/84620.png,this is nahir nahir is born in germany nahir is german this is fluffy fluffy is born in horse stable fluffy is a horse,train,1,0,0,0
35671,../FHM/img/35671.png,jews exist hitler there s enough goofy gas for everyone,train,1,1,,1
49178,../FHM/img/49178.png,no wig no weave challenge,train,0,0,,0
70562,../FHM/img/70562.png,indian accent finally finding the right tutorial you need,train,0,0,,0
60134,../FHM/img/60134.png,if a dike started dating a tranny god can t be mad because it s still a relationship between a man and a woman,train,1,1,,1
35640,../FHM/img/35640.png,say it with me folks radical liberal terrorism,train,0,1,1,1
58674,../FHM/img/58674.png,when cops see an unarmed black youth,train,0,0,,0
8641,../FHM/img/08641.png,caitlyn jenner is kylie jenners transexual biological father,train,0,1,0,0
54038,../FHM/img/54038.png,old times were brutal,train,0,1,1,1
37284,../FHM/img/37284.png,the difference between moderate muslim and radical muslim follow my allah or he kill you moderate muslim follow my allah or i kill you radical muslim,train,1,1,,1
87263,../FHM/img/87263.png,trump the messiah of white trash racists,train,1,1,,1
84209,../FHM/img/84209.png,what if the government funded adoptions instead of abortions,train,0,0,,0
31406,../FHM/img/31406.png,stephen hawking defended the use of animals is medical research,train,0,0,,0
74198,../FHM/img/74198.png,big bird scolds the negores for even daring to think that they were allowed to ride on a bus,train,1,1,,1
70851,../FHM/img/70851.png,feeling cute might fuck a tranny later idk,train,0,1,1,1
49618,../FHM/img/49618.png,if elected i will institute gun control by executive action well i was going to say that you just blew your chances but then i remembered that s how you got started in politics,train,0,0,,0
79823,../FHM/img/79823.png,redneck word of the day inhale why inhale did i go to walmart today,train,1,0,0,0
61347,../FHM/img/61347.png,a few minutes after eating taco bell,train,0,0,,0
50286,../FHM/img/50286.png,in norway we rape after dinner,train,1,1,,1
21936,../FHM/img/21936.png,the best revenge is leaving somebody completely tf alone,train,0,0,,0
79280,../FHM/img/79280.png,manual tranny automatic tranny rebuilt tranny,train,0,0,,0
28639,../FHM/img/28639.png,boobs when you re home alone and lonely,train,0,0,,0
34698,../FHM/img/34698.png,when a spider runs across the carpet fucking smash it,train,0,1,1,1
71380,../FHM/img/71380.png,we should learn from ocean how to treat refugees,train,0,0,,0
32549,../FHM/img/32549.png,look out here comes the master race,train,1,1,,1
83025,../FHM/img/83025.png,but i m israeli god promised me the car,train,1,0,1,1
29463,../FHM/img/29463.png,i swear some people were conceived through anal sex because there s no way being that much of an asshole is natural,train,0,1,1,1
49725,../FHM/img/49725.png,i pull up in this and yell come on we got some redneck sh t to do are you getting in,train,0,1,1,1
58176,../FHM/img/58176.png,remember when illegal aliens just wanted to just go home now they want free food healthcare and housing,train,0,1,1,1
80765,../FHM/img/80765.png,bitches are like stitches pick on them and they open up,train,0,1,1,1
40257,../FHM/img/40257.png,lgbt virus gay zombie noises,train,1,1,,1
42315,../FHM/img/42315.png,half of trump supporters are deplorable half of your supporters are deportable,train,0,1,1,1
6375,../FHM/img/06375.png,we have peace but we can give wars,train,0,0,,0
15298,../FHM/img/15298.png,kim jong un had more during their debate american flags on display than the leftists did,train,0,0,,0
35017,../FHM/img/35017.png,three k s a day keeps you fat haha,train,0,1,1,1
48216,../FHM/img/48216.png,can you send a few dozen more officers please about his rights he s talking,train,0,1,1,1
3845,../FHM/img/03845.png,rev al sharpton that gorilla was black and unarmed,train,1,1,,1
89634,../FHM/img/89634.png,before you go around launching lawsuits let me remind you of the surveillance photos we have of you remember that a tranny crack whore doing lines off your dick,train,1,1,,1
60451,../FHM/img/60451.png,i love the smell of a dirty tranny relax adam let joe smell your schiff,train,1,1,,1
23158,../FHM/img/23158.png,therapy dogs are now being trained to console rape victims of muslims,train,1,1,,1
53206,../FHM/img/53206.png,when you re talented but also a self righteous shit head,train,0,1,1,1
68713,../FHM/img/68713.png,dad the dishwasher and the sandwichmaker are on the fritz again,train,0,0,,0
98574,../FHM/img/98574.png,blasts meme and parody pages shares posts from the babylon bee,train,0,0,,0
93208,../FHM/img/93208.png,jolo jew only live once,train,1,1,,1
72490,../FHM/img/72490.png,hello is it me you re looking for,train,0,0,,0
18257,../FHM/img/18257.png,men need walmarts sure they are dirty but when you re inside one at am you think i m glad these are here,train,1,0,0,0
7285,../FHM/img/07285.png,shame on you fork tongued devils,train,0,1,1,1
98425,../FHM/img/98425.png,when your moms plastic and you re a spastic tragedy,train,1,0,0,0
79385,../FHM/img/79385.png,well judge made me do it all remember it was me who first said was kenyan,train,0,0,,0
79845,../FHM/img/79845.png,number of pictures from when michelle obama was pregnant with sasha and malia zero,train,0,0,,0
51304,../FHM/img/51304.png,god loves all his children all of them,train,0,0,,0
5912,../FHM/img/05912.png,look at me i m the european now,train,0,0,,0
16874,../FHM/img/16874.png,that s a little racist,train,0,0,,0
79425,../FHM/img/79425.png,remember,train,0,0,,0
12784,../FHM/img/12784.png,when your chinese food shows up completely uncooked,train,0,0,,0
89314,../FHM/img/89314.png,come here you big cup of beautiful coffee and lie to me about how much we are going to get done today,train,0,0,,0
